	value
22563	Hedonism
22564	Achievement
22565	Power: dominance
22566	Power: resources
22567	Face
22568	Security: personal
22569	Security: societal
22570	Tradition
22571	Conformity: rules
22572	Conformity: interpersonal
22573	Humility
22574	Benevolence: caring
22575	Benevolence: dependability
22576	Universalism: concern
22577	Universalism: nature
22578	Universalism: tolerance
22579	Universalism: objectivity
22580	Self-direction: thought
22581	Self-direction: action
22582	Stimulation
22583	Hedonism
22584	Achievement
22585	Power: dominance
22586	Power: resources
22587	Face
22588	Security: personal
22589	Security: societal
22590	Tradition
22591	Conformity: rules
22592	Conformity: interpersonal
22593	Humility
22594	Benevolence: caring
22595	Benevolence: dependability
22596	Universalism: concern
22597	Universalism: nature
22598	Universalism: tolerance
22599	Universalism: objectivity
22600	Self-direction: thought
22601	Self-direction: action
22602	Stimulation
22603	Hedonism
22604	Achievement
22605	Power: dominance
22606	Power: resources
22607	Face
22608	Security: personal
22609	Security: societal
22610	Tradition
22611	Conformity: rules
22612	Conformity: interpersonal
22613	Humility
22614	Benevolence: caring
22615	Benevolence: dependability
22616	Universalism: concern
22617	Universalism: nature
22618	Universalism: tolerance
22619	Universalism: objectivity
22620	Self-direction: thought
22621	Self-direction: action
22622	Stimulation
22623	Hedonism
22624	Achievement
22625	Power: dominance
22626	Power: resources
22627	Face
22628	Security: personal
22629	Security: societal
22630	Tradition
22631	Conformity: rules
22632	Conformity: interpersonal
22633	Humility
22634	Benevolence: caring
22635	Benevolence: dependability
22636	Universalism: concern
22637	Universalism: nature
22638	Universalism: tolerance
22639	Universalism: objectivity
22640	Self-direction: thought
22641	Self-direction: action
22642	Stimulation
22643	Hedonism
22644	Achievement
22645	Power: dominance
22646	Power: resources
22647	Face
22648	Security: personal
22649	Security: societal
22650	Tradition
22651	Conformity: rules
22652	Conformity: interpersonal
22653	Humility
22654	Benevolence: caring
22655	Benevolence: dependability
22656	Universalism: concern
22657	Universalism: nature
22658	Universalism: tolerance
22659	Universalism: objectivity
22660	Self-direction: thought
22661	Self-direction: action
22662	Stimulation
22663	Hedonism
22664	Achievement
22665	Power: dominance
22666	Power: resources
22667	Face
22668	Security: personal
22669	Security: societal
22670	Tradition
22671	Conformity: rules
22672	Conformity: interpersonal
22673	Humility
22674	Benevolence: caring
22675	Benevolence: dependability
22676	Universalism: concern
22677	Universalism: nature
22678	Universalism: tolerance
22679	Universalism: objectivity
22680	Self-direction: thought
22681	Self-direction: action
22682	Stimulation
22683	Hedonism
22684	Achievement
22685	Power: dominance
22686	Power: resources
22687	Face
22688	Security: personal
22689	Security: societal
22690	Tradition
22691	Conformity: rules
22692	Conformity: interpersonal
22693	Humility
22694	Benevolence: caring
22695	Benevolence: dependability
22696	Universalism: concern
22697	Universalism: nature
22698	Universalism: tolerance
22699	Universalism: objectivity
22700	Self-direction: thought
22701	Self-direction: action
22702	Stimulation
22703	Hedonism
22704	Achievement
22705	Power: dominance
22706	Power: resources
22707	Face
22708	Security: personal
22709	Security: societal
22710	Tradition
22711	Conformity: rules
22712	Conformity: interpersonal
22713	Humility
22714	Benevolence: caring
22715	Benevolence: dependability
22716	Universalism: concern
22717	Universalism: nature
22718	Universalism: tolerance
22719	Universalism: objectivity
22720	Self-direction: thought
22721	Self-direction: action
22722	Stimulation
22723	Hedonism
22724	Achievement
22725	Power: dominance
22726	Power: resources
22727	Face
22728	Security: personal
22729	Security: societal
22730	Tradition
22731	Conformity: rules
22732	Conformity: interpersonal
22733	Humility
22734	Benevolence: caring
22735	Benevolence: dependability
22736	Universalism: concern
22737	Universalism: nature
22738	Universalism: tolerance
22739	Universalism: objectivity
22740	Self-direction: thought
22741	Self-direction: action
22742	Stimulation
22743	Hedonism
22744	Achievement
22745	Power: dominance
22746	Power: resources
22747	Face
22748	Security: personal
22749	Security: societal
22750	Tradition
22751	Conformity: rules
22752	Conformity: interpersonal
22753	Humility
22754	Benevolence: caring
22755	Benevolence: dependability
22756	Universalism: concern
22757	Universalism: nature
22758	Universalism: tolerance
22759	Universalism: objectivity
22760	Self-direction: thought
22761	Self-direction: action
22762	Stimulation
22763	Hedonism
22764	Achievement
22765	Power: dominance
22766	Power: resources
22767	Face
22768	Security: personal
22769	Security: societal
22770	Tradition
22771	Conformity: rules
22772	Conformity: interpersonal
22773	Humility
22774	Benevolence: caring
22775	Benevolence: dependability
22776	Universalism: concern
22777	Universalism: nature
22778	Universalism: tolerance
22779	Universalism: objectivity
22780	Self-direction: thought
22781	Self-direction: action
22782	Stimulation
22783	Hedonism
22784	Achievement
22785	Power: dominance
22786	Power: resources
22787	Face
22788	Security: personal
22789	Security: societal
22790	Tradition
22791	Conformity: rules
22792	Conformity: interpersonal
22793	Humility
22794	Benevolence: caring
22795	Benevolence: dependability
22796	Universalism: concern
22797	Universalism: nature
22798	Universalism: tolerance
22799	Universalism: objectivity
22800	Self-direction: thought
22801	Self-direction: action
22802	Stimulation
22803	Hedonism
22804	Achievement
22805	Power: dominance
22806	Power: resources
22807	Face
22808	Security: personal
22809	Security: societal
22810	Tradition
22811	Conformity: rules
22812	Conformity: interpersonal
22813	Humility
22814	Benevolence: caring
22815	Benevolence: dependability
22816	Universalism: concern
22817	Universalism: nature
22818	Universalism: tolerance
22819	Universalism: objectivity
22820	Self-direction: thought
22821	Self-direction: action
22822	Stimulation
22823	Hedonism
22824	Achievement
22825	Power: dominance
22826	Power: resources
22827	Face
22828	Security: personal
22829	Security: societal
22830	Tradition
22831	Conformity: rules
22832	Conformity: interpersonal
22833	Humility
22834	Benevolence: caring
22835	Benevolence: dependability
22836	Universalism: concern
22837	Universalism: nature
22838	Universalism: tolerance
22839	Universalism: objectivity
22840	Self-direction: thought
22841	Self-direction: action
22842	Stimulation
22843	Hedonism
22844	Achievement
22845	Power: dominance
22846	Power: resources
22847	Face
22848	Security: personal
22849	Security: societal
22850	Tradition
22851	Conformity: rules
22852	Conformity: interpersonal
22853	Humility
22854	Benevolence: caring
22855	Benevolence: dependability
22856	Universalism: concern
22857	Universalism: nature
22858	Universalism: tolerance
22859	Universalism: objectivity
22860	Self-direction: thought
22861	Self-direction: action
22862	Stimulation
22863	Hedonism
22864	Achievement
22865	Power: dominance
22866	Power: resources
22867	Face
22868	Security: personal
22869	Security: societal
22870	Tradition
22871	Conformity: rules
22872	Conformity: interpersonal
22873	Humility
22874	Benevolence: caring
22875	Benevolence: dependability
22876	Universalism: concern
22877	Universalism: nature
22878	Universalism: tolerance
22879	Universalism: objectivity
22880	Self-direction: thought
22881	Self-direction: action
22882	Stimulation
22883	Hedonism
22884	Achievement
22885	Power: dominance
22886	Power: resources
22887	Face
22888	Security: personal
22889	Security: societal
22890	Tradition
22891	Conformity: rules
22892	Conformity: interpersonal
22893	Humility
22894	Benevolence: caring
22895	Benevolence: dependability
22896	Universalism: concern
22897	Universalism: nature
22898	Universalism: tolerance
22899	Universalism: objectivity
22900	Self-direction: thought
22901	Self-direction: action
22902	Stimulation
22903	Hedonism
22904	Achievement
22905	Power: dominance
22906	Power: resources
22907	Face
22908	Security: personal
22909	Security: societal
22910	Tradition
22911	Conformity: rules
22912	Conformity: interpersonal
22913	Humility
22914	Benevolence: caring
22915	Benevolence: dependability
22916	Universalism: concern
22917	Universalism: nature
22918	Universalism: tolerance
22919	Universalism: objectivity
22920	Self-direction: thought
22921	Self-direction: action
22922	Stimulation
22923	Hedonism
22924	Achievement
22925	Power: dominance
22926	Power: resources
22927	Face
22928	Security: personal
22929	Security: societal
22930	Tradition
22931	Conformity: rules
22932	Conformity: interpersonal
22933	Humility
22934	Benevolence: caring
22935	Benevolence: dependability
22936	Universalism: concern
22937	Universalism: nature
22938	Universalism: tolerance
22939	Universalism: objectivity
22940	Self-direction: thought
22941	Self-direction: action
22942	Stimulation
22943	Hedonism
22944	Achievement
22945	Power: dominance
22946	Power: resources
22947	Face
22948	Security: personal
22949	Security: societal
22950	Tradition
22951	Conformity: rules
22952	Conformity: interpersonal
22953	Humility
22954	Benevolence: caring
22955	Benevolence: dependability
22956	Universalism: concern
22957	Universalism: nature
22958	Universalism: tolerance
22959	Universalism: objectivity
22960	Self-direction: thought
22961	Self-direction: action
22962	Stimulation
22963	Hedonism
22964	Achievement
22965	Power: dominance
22966	Power: resources
22967	Face
22968	Security: personal
22969	Security: societal
22970	Tradition
22971	Conformity: rules
22972	Conformity: interpersonal
22973	Humility
22974	Benevolence: caring
22975	Benevolence: dependability
22976	Universalism: concern
22977	Universalism: nature
22978	Universalism: tolerance
22979	Universalism: objectivity
22980	Self-direction: thought
22981	Self-direction: action
22982	Stimulation
22983	Hedonism
22984	Achievement
22985	Power: dominance
22986	Power: resources
22987	Face
22988	Security: personal
22989	Security: societal
22990	Tradition
22991	Conformity: rules
22992	Conformity: interpersonal
22993	Humility
22994	Benevolence: caring
22995	Benevolence: dependability
22996	Universalism: concern
22997	Universalism: nature
22998	Universalism: tolerance
22999	Universalism: objectivity
23000	Self-direction: thought
23001	Self-direction: action
23002	Stimulation
23003	Hedonism
23004	Achievement
23005	Power: dominance
23006	Power: resources
23007	Face
23008	Security: personal
23009	Security: societal
23010	Tradition
23011	Conformity: rules
23012	Conformity: interpersonal
23013	Humility
23014	Benevolence: caring
23015	Benevolence: dependability
23016	Universalism: concern
23017	Universalism: nature
23018	Universalism: tolerance
23019	Universalism: objectivity
23020	Self-direction: thought
23021	Self-direction: action
23022	Stimulation
23023	Hedonism
23024	Achievement
23025	Power: dominance
23026	Power: resources
23027	Face
23028	Security: personal
23029	Security: societal
23030	Tradition
23031	Conformity: rules
23032	Conformity: interpersonal
23033	Humility
23034	Benevolence: caring
23035	Benevolence: dependability
23036	Universalism: concern
23037	Universalism: nature
23038	Universalism: tolerance
23039	Universalism: objectivity
23040	Self-direction: thought
23041	Self-direction: action
23042	Stimulation
23043	Hedonism
23044	Achievement
23045	Power: dominance
23046	Power: resources
23047	Face
23048	Security: personal
23049	Security: societal
23050	Tradition
23051	Conformity: rules
23052	Conformity: interpersonal
23053	Humility
23054	Benevolence: caring
23055	Benevolence: dependability
23056	Universalism: concern
23057	Universalism: nature
23058	Universalism: tolerance
23059	Universalism: objectivity
23060	Self-direction: thought
23061	Self-direction: action
23062	Stimulation
23063	Hedonism
23064	Achievement
23065	Power: dominance
23066	Power: resources
23067	Face
23068	Security: personal
23069	Security: societal
23070	Tradition
23071	Conformity: rules
23072	Conformity: interpersonal
23073	Humility
23074	Benevolence: caring
23075	Benevolence: dependability
23076	Universalism: concern
23077	Universalism: nature
23078	Universalism: tolerance
23079	Universalism: objectivity
23080	Self-direction: thought
23081	Self-direction: action
23082	Stimulation
23083	Hedonism
23084	Achievement
23085	Power: dominance
23086	Power: resources
23087	Face
23088	Security: personal
23089	Security: societal
23090	Tradition
23091	Conformity: rules
23092	Conformity: interpersonal
23093	Humility
23094	Benevolence: caring
23095	Benevolence: dependability
23096	Universalism: concern
23097	Universalism: nature
23098	Universalism: tolerance
23099	Universalism: objectivity
23100	Self-direction: thought
23101	Self-direction: action
23102	Stimulation
23103	Hedonism
23104	Achievement
23105	Power: dominance
23106	Power: resources
23107	Face
23108	Security: personal
23109	Security: societal
23110	Tradition
23111	Conformity: rules
23112	Conformity: interpersonal
23113	Humility
23114	Benevolence: caring
23115	Benevolence: dependability
23116	Universalism: concern
23117	Universalism: nature
23118	Universalism: tolerance
23119	Universalism: objectivity
23120	Self-direction: thought
23121	Self-direction: action
23122	Stimulation
23123	Hedonism
23124	Achievement
23125	Power: dominance
23126	Power: resources
23127	Face
23128	Security: personal
23129	Security: societal
23130	Tradition
23131	Conformity: rules
23132	Conformity: interpersonal
23133	Humility
23134	Benevolence: caring
23135	Benevolence: dependability
23136	Universalism: concern
23137	Universalism: nature
23138	Universalism: tolerance
23139	Universalism: objectivity
23140	Self-direction: thought
23141	Self-direction: action
23142	Stimulation
23143	Hedonism
23144	Achievement
23145	Power: dominance
23146	Power: resources
23147	Face
23148	Security: personal
23149	Security: societal
23150	Tradition
23151	Conformity: rules
23152	Conformity: interpersonal
23153	Humility
23154	Benevolence: caring
23155	Benevolence: dependability
23156	Universalism: concern
23157	Universalism: nature
23158	Universalism: tolerance
23159	Universalism: objectivity
23160	Self-direction: thought
23161	Self-direction: action
23162	Stimulation
23163	Hedonism
23164	Achievement
23165	Power: dominance
23166	Power: resources
23167	Face
23168	Security: personal
23169	Security: societal
23170	Tradition
23171	Conformity: rules
23172	Conformity: interpersonal
23173	Humility
23174	Benevolence: caring
23175	Benevolence: dependability
23176	Universalism: concern
23177	Universalism: nature
23178	Universalism: tolerance
23179	Universalism: objectivity
23180	Self-direction: thought
23181	Self-direction: action
23182	Stimulation
23183	Hedonism
23184	Achievement
23185	Power: dominance
23186	Power: resources
23187	Face
23188	Security: personal
23189	Security: societal
23190	Tradition
23191	Conformity: rules
23192	Conformity: interpersonal
23193	Humility
23194	Benevolence: caring
23195	Benevolence: dependability
23196	Universalism: concern
23197	Universalism: nature
23198	Universalism: tolerance
23199	Universalism: objectivity
23200	Self-direction: thought
23201	Self-direction: action
23202	Stimulation
23203	Hedonism
23204	Achievement
23205	Power: dominance
23206	Power: resources
23207	Face
23208	Security: personal
23209	Security: societal
23210	Tradition
23211	Conformity: rules
23212	Conformity: interpersonal
23213	Humility
23214	Benevolence: caring
23215	Benevolence: dependability
23216	Universalism: concern
23217	Universalism: nature
23218	Universalism: tolerance
23219	Universalism: objectivity
23220	Self-direction: thought
23221	Self-direction: action
23222	Stimulation
23223	Hedonism
23224	Achievement
23225	Power: dominance
23226	Power: resources
23227	Face
23228	Security: personal
23229	Security: societal
23230	Tradition
23231	Conformity: rules
23232	Conformity: interpersonal
23233	Humility
23234	Benevolence: caring
23235	Benevolence: dependability
23236	Universalism: concern
23237	Universalism: nature
23238	Universalism: tolerance
23239	Universalism: objectivity
23240	Self-direction: thought
23241	Self-direction: action
23242	Stimulation
23243	Hedonism
23244	Achievement
23245	Power: dominance
23246	Power: resources
23247	Face
23248	Security: personal
23249	Security: societal
23250	Tradition
23251	Conformity: rules
23252	Conformity: interpersonal
23253	Humility
23254	Benevolence: caring
23255	Benevolence: dependability
23256	Universalism: concern
23257	Universalism: nature
23258	Universalism: tolerance
23259	Universalism: objectivity
23260	Self-direction: thought
23261	Self-direction: action
23262	Stimulation
23263	Hedonism
23264	Achievement
23265	Power: dominance
23266	Power: resources
23267	Face
23268	Security: personal
23269	Security: societal
23270	Tradition
23271	Conformity: rules
23272	Conformity: interpersonal
23273	Humility
23274	Benevolence: caring
23275	Benevolence: dependability
23276	Universalism: concern
23277	Universalism: nature
23278	Universalism: tolerance
23279	Universalism: objectivity
23280	Self-direction: thought
23281	Self-direction: action
23282	Stimulation
23283	Hedonism
23284	Achievement
23285	Power: dominance
23286	Power: resources
23287	Face
23288	Security: personal
23289	Security: societal
23290	Tradition
23291	Conformity: rules
23292	Conformity: interpersonal
23293	Humility
23294	Benevolence: caring
23295	Benevolence: dependability
23296	Universalism: concern
23297	Universalism: nature
23298	Universalism: tolerance
23299	Universalism: objectivity
23300	Self-direction: thought
23301	Self-direction: action
23302	Stimulation
23303	Hedonism
23304	Achievement
23305	Power: dominance
23306	Power: resources
23307	Face
23308	Security: personal
23309	Security: societal
23310	Tradition
23311	Conformity: rules
23312	Conformity: interpersonal
23313	Humility
23314	Benevolence: caring
23315	Benevolence: dependability
23316	Universalism: concern
23317	Universalism: nature
23318	Universalism: tolerance
23319	Universalism: objectivity
23320	Self-direction: thought
23321	Self-direction: action
23322	Stimulation
23323	Hedonism
23324	Achievement
23325	Power: dominance
23326	Power: resources
23327	Face
23328	Security: personal
23329	Security: societal
23330	Tradition
23331	Conformity: rules
23332	Conformity: interpersonal
23333	Humility
23334	Benevolence: caring
23335	Benevolence: dependability
23336	Universalism: concern
23337	Universalism: nature
23338	Universalism: tolerance
23339	Universalism: objectivity
23340	Self-direction: thought
23341	Self-direction: action
23342	Stimulation
23343	Hedonism
23344	Achievement
23345	Power: dominance
23346	Power: resources
23347	Face
23348	Security: personal
23349	Security: societal
23350	Tradition
23351	Conformity: rules
23352	Conformity: interpersonal
23353	Humility
23354	Benevolence: caring
23355	Benevolence: dependability
23356	Universalism: concern
23357	Universalism: nature
23358	Universalism: tolerance
23359	Universalism: objectivity
23360	Self-direction: thought
23361	Self-direction: action
23362	Stimulation
23363	Hedonism
23364	Achievement
23365	Power: dominance
23366	Power: resources
23367	Face
23368	Security: personal
23369	Security: societal
23370	Tradition
23371	Conformity: rules
23372	Conformity: interpersonal
23373	Humility
23374	Benevolence: caring
23375	Benevolence: dependability
23376	Universalism: concern
23377	Universalism: nature
23378	Universalism: tolerance
23379	Universalism: objectivity
23380	Self-direction: thought
23381	Self-direction: action
23382	Stimulation
23383	Hedonism
23384	Achievement
23385	Power: dominance
23386	Power: resources
23387	Face
23388	Security: personal
23389	Security: societal
23390	Tradition
23391	Conformity: rules
23392	Conformity: interpersonal
23393	Humility
23394	Benevolence: caring
23395	Benevolence: dependability
23396	Universalism: concern
23397	Universalism: nature
23398	Universalism: tolerance
23399	Universalism: objectivity
23400	Self-direction: thought
23401	Self-direction: action
23402	Stimulation
23403	Hedonism
23404	Achievement
23405	Power: dominance
23406	Power: resources
23407	Face
23408	Security: personal
23409	Security: societal
23410	Tradition
23411	Conformity: rules
23412	Conformity: interpersonal
23413	Humility
23414	Benevolence: caring
23415	Benevolence: dependability
23416	Universalism: concern
23417	Universalism: nature
23418	Universalism: tolerance
23419	Universalism: objectivity
23420	Self-direction: thought
23421	Self-direction: action
23422	Stimulation
23423	Hedonism
23424	Achievement
23425	Power: dominance
23426	Power: resources
23427	Face
23428	Security: personal
23429	Security: societal
23430	Tradition
23431	Conformity: rules
23432	Conformity: interpersonal
23433	Humility
23434	Benevolence: caring
23435	Benevolence: dependability
23436	Universalism: concern
23437	Universalism: nature
23438	Universalism: tolerance
23439	Universalism: objectivity
23440	Self-direction: thought
23441	Self-direction: action
23442	Stimulation
23443	Hedonism
23444	Achievement
23445	Power: dominance
23446	Power: resources
23447	Face
23448	Security: personal
23449	Security: societal
23450	Tradition
23451	Conformity: rules
23452	Conformity: interpersonal
23453	Humility
23454	Benevolence: caring
23455	Benevolence: dependability
23456	Universalism: concern
23457	Universalism: nature
23458	Universalism: tolerance
23459	Universalism: objectivity
23460	Self-direction: thought
23461	Self-direction: action
23462	Stimulation
23463	Hedonism
23464	Achievement
23465	Power: dominance
23466	Power: resources
23467	Face
23468	Security: personal
23469	Security: societal
23470	Tradition
23471	Conformity: rules
23472	Conformity: interpersonal
23473	Humility
23474	Benevolence: caring
23475	Benevolence: dependability
23476	Universalism: concern
23477	Universalism: nature
23478	Universalism: tolerance
23479	Universalism: objectivity
23480	Self-direction: thought
23481	Self-direction: action
23482	Stimulation
23483	Hedonism
23484	Achievement
23485	Power: dominance
23486	Power: resources
23487	Face
23488	Security: personal
23489	Security: societal
23490	Tradition
23491	Conformity: rules
23492	Conformity: interpersonal
23493	Humility
23494	Benevolence: caring
23495	Benevolence: dependability
23496	Universalism: concern
23497	Universalism: nature
23498	Universalism: tolerance
23499	Universalism: objectivity
23500	Self-direction: thought
23501	Self-direction: action
23502	Stimulation
23503	Hedonism
23504	Achievement
23505	Power: dominance
23506	Power: resources
23507	Face
23508	Security: personal
23509	Security: societal
23510	Tradition
23511	Conformity: rules
23512	Conformity: interpersonal
23513	Humility
23514	Benevolence: caring
23515	Benevolence: dependability
23516	Universalism: concern
23517	Universalism: nature
23518	Universalism: tolerance
23519	Universalism: objectivity
23520	Self-direction: thought
23521	Self-direction: action
23522	Stimulation
23523	Hedonism
23524	Achievement
23525	Power: dominance
23526	Power: resources
23527	Face
23528	Security: personal
23529	Security: societal
23530	Tradition
23531	Conformity: rules
23532	Conformity: interpersonal
23533	Humility
23534	Benevolence: caring
23535	Benevolence: dependability
23536	Universalism: concern
23537	Universalism: nature
23538	Universalism: tolerance
23539	Universalism: objectivity
23540	Self-direction: thought
23541	Self-direction: action
23542	Stimulation
23543	Hedonism
23544	Achievement
23545	Power: dominance
23546	Power: resources
23547	Face
23548	Security: personal
23549	Security: societal
23550	Tradition
23551	Conformity: rules
23552	Conformity: interpersonal
23553	Humility
23554	Benevolence: caring
23555	Benevolence: dependability
23556	Universalism: concern
23557	Universalism: nature
23558	Universalism: tolerance
23559	Universalism: objectivity
23560	Self-direction: thought
23561	Self-direction: action
23562	Stimulation
23563	Hedonism
23564	Achievement
23565	Power: dominance
23566	Power: resources
23567	Face
23568	Security: personal
23569	Security: societal
23570	Tradition
23571	Conformity: rules
23572	Conformity: interpersonal
23573	Humility
23574	Benevolence: caring
23575	Benevolence: dependability
23576	Universalism: concern
23577	Universalism: nature
23578	Universalism: tolerance
23579	Universalism: objectivity
23580	Self-direction: thought
23581	Self-direction: action
23582	Stimulation
23583	Hedonism
23584	Achievement
23585	Power: dominance
23586	Power: resources
23587	Face
23588	Security: personal
23589	Security: societal
23590	Tradition
23591	Conformity: rules
23592	Conformity: interpersonal
23593	Humility
23594	Benevolence: caring
23595	Benevolence: dependability
23596	Universalism: concern
23597	Universalism: nature
23598	Universalism: tolerance
23599	Universalism: objectivity
23600	Self-direction: thought
23601	Self-direction: action
23602	Stimulation
23603	Hedonism
23604	Achievement
23605	Power: dominance
23606	Power: resources
23607	Face
23608	Security: personal
23609	Security: societal
23610	Tradition
23611	Conformity: rules
23612	Conformity: interpersonal
23613	Humility
23614	Benevolence: caring
23615	Benevolence: dependability
23616	Universalism: concern
23617	Universalism: nature
23618	Universalism: tolerance
23619	Universalism: objectivity
23620	Self-direction: thought
23621	Self-direction: action
23622	Stimulation
23623	Hedonism
23624	Achievement
23625	Power: dominance
23626	Power: resources
23627	Face
23628	Security: personal
23629	Security: societal
23630	Tradition
23631	Conformity: rules
23632	Conformity: interpersonal
23633	Humility
23634	Benevolence: caring
23635	Benevolence: dependability
23636	Universalism: concern
23637	Universalism: nature
23638	Universalism: tolerance
23639	Universalism: objectivity
23640	Self-direction: thought
23641	Self-direction: action
23642	Stimulation
23643	Hedonism
23644	Achievement
23645	Power: dominance
23646	Power: resources
23647	Face
23648	Security: personal
23649	Security: societal
23650	Tradition
23651	Conformity: rules
23652	Conformity: interpersonal
23653	Humility
23654	Benevolence: caring
23655	Benevolence: dependability
23656	Universalism: concern
23657	Universalism: nature
23658	Universalism: tolerance
23659	Universalism: objectivity
23660	Self-direction: thought
23661	Self-direction: action
23662	Stimulation
23663	Hedonism
23664	Achievement
23665	Power: dominance
23666	Power: resources
23667	Face
23668	Security: personal
23669	Security: societal
23670	Tradition
23671	Conformity: rules
23672	Conformity: interpersonal
23673	Humility
23674	Benevolence: caring
23675	Benevolence: dependability
23676	Universalism: concern
23677	Universalism: nature
23678	Universalism: tolerance
23679	Universalism: objectivity
23680	Self-direction: thought
23681	Self-direction: action
23682	Stimulation
23683	Hedonism
23684	Achievement
23685	Power: dominance
23686	Power: resources
23687	Face
23688	Security: personal
23689	Security: societal
23690	Tradition
23691	Conformity: rules
23692	Conformity: interpersonal
23693	Humility
23694	Benevolence: caring
23695	Benevolence: dependability
23696	Universalism: concern
23697	Universalism: nature
23698	Universalism: tolerance
23699	Universalism: objectivity
23700	Self-direction: thought
23701	Self-direction: action
23702	Stimulation
23703	Hedonism
23704	Achievement
23705	Power: dominance
23706	Power: resources
23707	Face
23708	Security: personal
23709	Security: societal
23710	Tradition
23711	Conformity: rules
23712	Conformity: interpersonal
23713	Humility
23714	Benevolence: caring
23715	Benevolence: dependability
23716	Universalism: concern
23717	Universalism: nature
23718	Universalism: tolerance
23719	Universalism: objectivity
23720	Self-direction: thought
23721	Self-direction: action
23722	Stimulation
23723	Hedonism
23724	Achievement
23725	Power: dominance
23726	Power: resources
23727	Face
23728	Security: personal
23729	Security: societal
23730	Tradition
23731	Conformity: rules
23732	Conformity: interpersonal
23733	Humility
23734	Benevolence: caring
23735	Benevolence: dependability
23736	Universalism: concern
23737	Universalism: nature
23738	Universalism: tolerance
23739	Universalism: objectivity
23740	Self-direction: thought
23741	Self-direction: action
23742	Stimulation
23743	Hedonism
23744	Achievement
23745	Power: dominance
23746	Power: resources
23747	Face
23748	Security: personal
23749	Security: societal
23750	Tradition
23751	Conformity: rules
23752	Conformity: interpersonal
23753	Humility
23754	Benevolence: caring
23755	Benevolence: dependability
23756	Universalism: concern
23757	Universalism: nature
23758	Universalism: tolerance
23759	Universalism: objectivity
23760	Self-direction: thought
23761	Self-direction: action
23762	Stimulation
23763	Hedonism
23764	Achievement
23765	Power: dominance
23766	Power: resources
23767	Face
23768	Security: personal
23769	Security: societal
23770	Tradition
23771	Conformity: rules
23772	Conformity: interpersonal
23773	Humility
23774	Benevolence: caring
23775	Benevolence: dependability
23776	Universalism: concern
23777	Universalism: nature
23778	Universalism: tolerance
23779	Universalism: objectivity
23780	Self-direction: thought
23781	Self-direction: action
23782	Stimulation
23783	Hedonism
23784	Achievement
23785	Power: dominance
23786	Power: resources
23787	Face
23788	Security: personal
23789	Security: societal
23790	Tradition
23791	Conformity: rules
23792	Conformity: interpersonal
23793	Humility
23794	Benevolence: caring
23795	Benevolence: dependability
23796	Universalism: concern
23797	Universalism: nature
23798	Universalism: tolerance
23799	Universalism: objectivity
23800	Self-direction: thought
23801	Self-direction: action
23802	Stimulation
23803	Hedonism
23804	Achievement
23805	Power: dominance
23806	Power: resources
23807	Face
23808	Security: personal
23809	Security: societal
23810	Tradition
23811	Conformity: rules
23812	Conformity: interpersonal
23813	Humility
23814	Benevolence: caring
23815	Benevolence: dependability
23816	Universalism: concern
23817	Universalism: nature
23818	Universalism: tolerance
23819	Universalism: objectivity
23820	Self-direction: thought
23821	Self-direction: action
23822	Stimulation
23823	Hedonism
23824	Achievement
23825	Power: dominance
23826	Power: resources
23827	Face
23828	Security: personal
23829	Security: societal
23830	Tradition
23831	Conformity: rules
23832	Conformity: interpersonal
23833	Humility
23834	Benevolence: caring
23835	Benevolence: dependability
23836	Universalism: concern
23837	Universalism: nature
23838	Universalism: tolerance
23839	Universalism: objectivity
23840	Self-direction: thought
23841	Self-direction: action
23842	Stimulation
23843	Hedonism
23844	Achievement
23845	Power: dominance
23846	Power: resources
23847	Face
23848	Security: personal
23849	Security: societal
23850	Tradition
23851	Conformity: rules
23852	Conformity: interpersonal
23853	Humility
23854	Benevolence: caring
23855	Benevolence: dependability
23856	Universalism: concern
23857	Universalism: nature
23858	Universalism: tolerance
23859	Universalism: objectivity
23860	Self-direction: thought
23861	Self-direction: action
23862	Stimulation
23863	Hedonism
23864	Achievement
23865	Power: dominance
23866	Power: resources
23867	Face
23868	Security: personal
23869	Security: societal
23870	Tradition
23871	Conformity: rules
23872	Conformity: interpersonal
23873	Humility
23874	Benevolence: caring
23875	Benevolence: dependability
23876	Universalism: concern
23877	Universalism: nature
23878	Universalism: tolerance
23879	Universalism: objectivity
23880	Self-direction: thought
23881	Self-direction: action
23882	Stimulation
23883	Hedonism
23884	Achievement
23885	Power: dominance
23886	Power: resources
23887	Face
23888	Security: personal
23889	Security: societal
23890	Tradition
23891	Conformity: rules
23892	Conformity: interpersonal
23893	Humility
23894	Benevolence: caring
23895	Benevolence: dependability
23896	Universalism: concern
23897	Universalism: nature
23898	Universalism: tolerance
23899	Universalism: objectivity
23900	Self-direction: thought
23901	Self-direction: action
23902	Stimulation
23903	Hedonism
23904	Achievement
23905	Power: dominance
23906	Power: resources
23907	Face
23908	Security: personal
23909	Security: societal
23910	Tradition
23911	Conformity: rules
23912	Conformity: interpersonal
23913	Humility
23914	Benevolence: caring
23915	Benevolence: dependability
23916	Universalism: concern
23917	Universalism: nature
23918	Universalism: tolerance
23919	Universalism: objectivity
23920	Self-direction: thought
23921	Self-direction: action
23922	Stimulation
23923	Hedonism
23924	Achievement
23925	Power: dominance
23926	Power: resources
23927	Face
23928	Security: personal
